Birth City,Number of Players,Mean Player Salary,Median Player Salary,Player Salary Variance,Player Salary Std. Dev.,Player Salary Std. Error
Bad Kissingen,1,"$973,222","$975,000","$407,738,944,444","$638,544","$212,848"
Bainbridge,1,"$1,685,292","$1,612,500","$962,278,293,561","$980,958","$283,178"
Baldwin Park,1,"$750,000","$750,000",$nan,$nan,$nan
Bamberg,1,"$4,723,375","$3,750,000","$18,764,313,982,143","$4,331,780","$1,531,515"
Bangor,1,"$359,000","$359,000","$3,362,000,000","$57,983","$41,000"
Barstow,1,"$1,021,600","$1,021,600",$nan,$nan,$nan
Bastrop,1,"$5,625,000","$6,916,667","$9,673,612,138,889","$3,110,243","$1,555,122"
Bath,1,"$5,000,000","$5,000,000",$nan,$nan,$nan
Bayonne,1,"$1,896,000","$2,000,000","$2,742,757,000,000","$1,656,127","$625,957"
Bayside,1,"$1,908,334","$1,741,667","$1,513,416,796,667","$1,230,210","$502,231"
Beaver Falls,1,"$492,000","$492,000",$nan,$nan,$nan
Beech Grove,1,"$317,000","$317,000",$nan,$nan,$nan
Beeville,1,"$1,666,667","$1,800,000","$53,333,333,333","$230,940","$133,333"
Arcadia,1,"$1,592,031","$983,750","$2,519,785,043,527","$1,587,383","$561,225"
Antioch,1,"$319,000","$319,000","$162,000,000","$12,728","$9,000"
Channelview,1,"$417,000","$417,000",$nan,$nan,$nan
Antigo,1,"$403,000","$403,000",$nan,$nan,$nan
Acarigua,1,"$860,500","$900,000","$130,230,750,000","$360,875","$208,351"
Agua Negra,1,"$3,355,451","$2,341,666","$9,056,929,034,765","$3,009,473","$868,760"
Aguadilla,1,"$13,805,000","$14,075,000","$27,415,805,555,556","$5,236,010","$1,655,772"
Aibonito,1,"$706,786","$700,000","$318,909,821,429","$564,721","$213,444"
Aira-gun,1,"$625,000","$625,000",$nan,$nan,$nan
Akron,1,"$518,000","$518,000","$112,500,000","$10,607","$7,500"
Alamogordo,1,"$355,000","$355,000","$18,050,000,000","$134,350","$95,000"
Alexander City,1,"$507,500","$507,500",$nan,$nan,$nan
Algona,1,"$400,000","$400,000",$nan,$nan,$nan
Allentown,1,"$498,515","$498,090","$274,431,567","$16,566","$8,283"
Alpena,1,"$6,000,000","$5,875,000","$229,166,666,667","$478,714","$239,357"
Alpharetta,1,"$488,000","$488,000",$nan,$nan,$nan
Altamira,1,"$6,773,214","$6,587,500","$26,770,333,104,396","$5,174,006","$1,382,811"
Altamonte Springs,1,"$4,829,600","$2,600,000","$19,101,174,933,333","$4,370,489","$1,382,070"
Amarillo,1,"$502,250","$502,250",$nan,$nan,$nan
American Fork,1,"$448,250","$448,250","$2,016,125,000","$44,901","$31,750"
Amherst,1,"$508,500","$508,500",$nan,$nan,$nan
Amityville,1,"$1,174,375","$887,500","$1,021,645,982,143","$1,010,765","$357,359"
Amory,1,"$1,403,960","$502,700","$1,636,211,023,000","$1,279,145","$572,051"
Amsterdam,1,"$517,133","$506,500","$1,073,903,333","$32,770","$18,920"
Anaconda,1,"$411,400","$412,500","$118,630,000","$10,892","$6,288"
Anadarko,1,"$500,000","$500,000",$nan,$nan,$nan
Anderson,1,"$4,415,971","$5,150,000","$8,130,658,939,048","$2,851,431","$1,077,740"
Andover,1,"$514,000","$514,000",$nan,$nan,$nan
Anola,1,"$3,261,875","$3,450,000","$5,119,842,410,714","$2,262,707","$799,988"
Belle Fourche,1,"$3,143,050","$2,375,000","$7,966,034,247,222","$2,822,416","$892,526"
Belton,1,"$490,500","$340,000","$83,826,250,000","$289,528","$129,481"
Benton,1,"$8,821,275","$5,000,000","$94,721,616,634,773","$9,732,503","$2,809,532"
Berea,1,"$218,000","$218,000",$nan,$nan,$nan
Busan,1,"$5,690,225","$4,437,500","$32,530,520,436,429","$5,703,553","$2,016,511"
Cagua,1,"$2,511,506","$2,682,592","$2,131,546,712,279","$1,459,982","$376,966"
Caguas,1,"$1,342,273","$1,300,000","$352,456,818,182","$593,681","$179,001"
Cairo,1,"$869,071","$800,000","$227,945,202,381","$477,436","$180,454"
Caja Seca,1,"$1,549,980","$930,000","$2,458,502,282,000","$1,567,961","$701,214"
Calgary,1,"$502,000","$502,000","$200,000,000","$14,142","$10,000"
Camarillo,1,"$480,000","$480,000",$nan,$nan,$nan
Campechuela,1,"$9,625,000","$9,750,000","$1,062,500,000,000","$1,030,776","$515,388"
Campina,1,"$973,571","$1,000,000","$223,805,952,381","$473,081","$178,808"
Canberra,1,"$2,200,000","$2,100,000","$70,000,000,000","$264,575","$152,753"
Canoga Park,1,"$5,272,268","$4,956,237","$12,663,665,091,722","$3,558,604","$986,979"
Canovanas,1,"$517,500","$517,500",$nan,$nan,$nan
Cantaura,1,"$215,000","$215,000","$200,000,000","$14,142","$10,000"
Cape Coral,1,"$513,800","$513,800","$188,180,000","$13,718","$9,700"
Cape Girardeau,1,"$2,142,200","$2,000,000","$3,034,309,200,000","$1,741,927","$779,013"
Cape May,1,"$508,500","$508,500",$nan,$nan,$nan
Carlisle,1,"$390,000","$390,000",$nan,$nan,$nan
Carson,1,"$1,275,000","$1,085,000","$1,136,910,000,000","$1,066,260","$435,299"
Carson City,1,"$384,523","$384,523",$nan,$nan,$nan
Carupano,1,"$552,100","$415,500","$44,923,300,000","$211,951","$94,787"
Catano,1,"$268,333","$255,000","$3,158,333,333","$56,199","$32,447"
Cedar City,1,"$416,200","$416,200","$480,500,000","$21,920","$15,500"
Centennial,1,"$512,250","$512,250","$190,125,000","$13,789","$9,750"
Cerro Azul,1,"$2,950,000","$2,950,000","$1,620,000,000,000","$1,272,792","$900,000"
Chalmette,1,"$400,000","$400,000",$nan,$nan,$nan
Burnaby,1,"$501,000","$501,000",$nan,$nan,$nan
Burlington,1,"$318,750","$290,000","$12,756,250,000","$112,944","$56,472"
Burlingame,1,"$3,125,000","$3,125,000",$nan,$nan,$nan
Boynton Beach,1,"$3,731,500","$3,030,000","$9,302,078,055,556","$3,049,931","$964,473"
Berwick,1,"$776,000","$776,000",$nan,$nan,$nan
Beverly,1,"$491,667","$425,000","$18,958,333,333","$137,689","$79,495"
Bishop,1,"$9,250,000","$9,250,000","$416,666,666,667","$645,497","$322,749"
Blackwell,1,"$4,107,292","$4,362,500","$9,513,701,657,197","$3,084,429","$890,398"
Blackwood,1,"$286,000","$268,000","$9,268,000,000","$96,270","$55,582"
Blue Island,1,"$7,299,500","$6,875,000","$36,557,313,611,111","$6,046,264","$1,911,997"
Bluefields,1,"$3,056,250","$3,450,000","$2,157,656,250,000","$1,468,896","$734,448"
Boise,1,"$492,500","$492,500",$nan,$nan,$nan
Bolivar,1,"$1,207,240","$530,000","$2,121,737,283,000","$1,456,618","$651,420"
Bossier City,1,"$4,035,150","$1,937,500","$22,146,488,002,778","$4,706,006","$1,488,170"
Boulder,1,"$1,175,000","$1,175,000",$nan,$nan,$nan
Brattleboro,1,"$382,375","$397,500","$1,185,229,167","$34,427","$17,214"
Buckeye,1,"$511,500","$506,000","$563,250,000","$23,733","$13,702"
Bremerton,1,"$1,318,077","$1,000,000","$805,560,576,923","$897,530","$248,930"
Brenham,1,"$487,750","$487,750","$120,125,000","$10,960","$7,750"
Brewster,1,"$218,000","$218,000",$nan,$nan,$nan
Bridgehampton,1,"$4,045,000","$4,000,000","$7,537,996,428,571","$2,745,541","$708,896"
Brighton,1,"$5,070,455","$7,000,000","$11,606,352,272,727","$3,406,810","$1,027,192"
Britton,1,"$482,000","$482,000",$nan,$nan,$nan
Brockport,1,"$486,750","$486,750","$66,125,000","$8,132","$5,750"
Brooksville,1,"$11,610,727","$14,062,500","$21,516,239,250,474","$4,638,560","$1,466,841"
Brownwood,1,"$200,000","$200,000",$nan,$nan,$nan
Brunswick,1,"$7,573,700","$5,762,500","$54,281,398,566,667","$7,367,591","$2,329,837"
Bryn Mawr,1,"$403,000","$403,000",$nan,$nan,$nan
Fort Polk,1,"$1,159,375","$700,000","$1,051,060,267,857","$1,025,212","$362,467"
Fort Scott,1,"$464,250","$432,250","$8,775,750,000","$93,679","$46,839"
Fort Thomas,1,"$500,000","$500,000","$5,000,000,000","$70,711","$50,000"
Abilene,1,"$8,457,244","$7,333,333","$51,273,963,794,395","$7,160,584","$1,985,989"
Longmont,1,"$422,000","$422,000",$nan,$nan,$nan
Los Llanos,1,"$1,200,000","$1,200,000","$20,000,000,000","$141,421","$100,000"
Los Santos,1,"$2,420,000","$2,600,000","$842,000,000,000","$917,606","$410,366"
Los Teques,1,"$1,073,333","$412,500","$1,397,916,666,667","$1,182,335","$482,686"
Lowell,1,"$2,731,250","$2,187,500","$6,708,072,916,667","$2,589,995","$1,294,997"
Lower Merion,1,"$687,200","$600,000","$122,740,200,000","$350,343","$156,678"
Lufkin,1,"$200,000","$200,000",$nan,$nan,$nan
Macon,1,"$371,333","$389,500","$2,480,083,333","$49,800","$28,752"
Madras,1,"$7,885,964","$5,225,000","$78,387,035,075,239","$8,853,645","$3,130,236"
Mamou,1,"$335,000","$335,000",$nan,$nan,$nan
Manakin Sabot,1,"$11,471,500","$9,850,000","$100,546,189,166,667","$10,027,272","$3,170,902"
Manila,1,"$278,000","$278,000",$nan,$nan,$nan
Manoguayabo,1,"$13,673,954","$14,000,000","$4,513,241,780,103","$2,124,439","$708,146"
Mansfield,1,"$625,000","$625,000","$31,250,000,000","$176,777","$125,000"
Maple Ridge,1,"$12,496,032","$12,666,667","$69,935,819,350","$264,454","$107,963"
Margarita,1,"$300,000","$300,000",$nan,$nan,$nan
Margate,1,"$540,000","$540,000",$nan,$nan,$nan
Maria Stein,1,"$456,700","$456,700","$3,378,420,000","$58,124","$41,100"
Marianna,1,"$1,132,444","$1,500,000","$314,972,527,778","$561,224","$187,075"
Mariposa,1,"$300,000","$300,000",$nan,$nan,$nan
Marquette,1,"$3,343,360","$3,750,000","$3,096,063,338,347","$1,759,563","$879,782"
Marshall,1,"$300,000","$300,000",$nan,$nan,$nan
Marshalltown,1,"$405,000","$405,000",$nan,$nan,$nan
Martinez,1,"$750,000","$550,000","$267,612,500,000","$517,313","$231,349"
Martinsville,1,"$5,925,000","$6,500,000","$1,934,375,000,000","$1,390,818","$621,993"
Londonderry,1,"$5,395,417","$6,500,000","$16,494,266,041,667","$4,061,313","$1,658,024"
Loma de Cabrera,1,"$6,702,761","$6,500,000","$27,986,358,408,400","$5,290,213","$1,467,241"
Lajas,1,"$200,500","$200,500",$nan,$nan,$nan
Loma Linda,1,"$1,990,000","$2,150,000","$584,250,000,000","$764,362","$341,833"
Lake Jackson,1,"$463,400","$463,400","$4,782,420,000","$69,155","$48,900"
Lake Wales,1,"$2,823,167","$2,150,000","$6,932,153,330,667","$2,632,898","$1,074,876"
Lakehurst,1,"$255,000","$255,000",$nan,$nan,$nan
Lamar,1,"$1,466,250","$665,000","$2,579,112,500,000","$1,605,962","$567,793"
Langley,1,"$855,900","$508,050","$508,177,073,333","$712,865","$356,433"
Las Martinas,1,"$6,750,000","$8,500,000","$11,680,555,555,556","$3,417,683","$1,080,766"
Las Mercedes,1,"$705,000","$348,000","$466,352,000,000","$682,900","$305,402"
Las Tablas,1,"$502,750","$502,500","$390,250,000","$19,755","$9,877"
Las Tunas,1,"$5,250,000","$5,250,000","$3,125,000,000,000","$1,767,767","$1,250,000"
Lawrenceburg,1,"$2,315,000","$2,041,666","$1,450,583,144,074","$1,204,402","$380,865"
Lawrenceville,1,"$409,000","$410,500","$200,666,667","$14,166","$7,083"
Lawton,1,"$825,000","$825,000","$105,750,000,000","$325,192","$132,759"
League City,1,"$520,000","$520,000","$800,000,000","$28,284","$20,000"
Leamington,1,"$223,333","$227,500","$52,083,333","$7,217","$4,167"
Leary,1,"$4,942,778","$4,750,000","$13,293,831,944,444","$3,646,071","$1,215,357"
Lee's Summit,1,"$515,333","$521,000","$530,333,333","$23,029","$13,296"
Leesburg,1,"$7,638,000","$8,000,000","$50,378,407,500,000","$7,097,775","$3,174,221"
Leon,1,"$1,230,000","$1,139,000","$785,303,500,000","$886,174","$443,087"
Lewiston,1,"$8,958,875","$8,062,500","$24,984,722,726,641","$4,998,472","$1,580,656"
Lewistown,1,"$493,500","$493,500",$nan,$nan,$nan
Lincolnwood,1,"$497,783","$494,500","$334,790,833","$18,297","$10,564"
Live Oak,1,"$1,218,750","$1,137,500","$133,072,916,667","$364,792","$182,396"
Livermore,1,"$766,050","$515,600","$273,510,576,667","$522,982","$261,491"
Liverpool,1,"$1,675,000","$1,675,000","$500,000,000,000","$707,107","$500,000"
Logansport,1,"$1,297,833","$1,412,500","$586,197,366,667","$765,635","$312,569"
Maryland Heights,1,"$2,684,920","$2,500,000","$1,118,141,729,321","$1,057,422","$399,668"
Marysville,1,"$1,113,571","$515,000","$852,191,369,048","$923,142","$348,915"
Maryvale,1,"$407,400","$407,400",$nan,$nan,$nan
Mazatlan,1,"$400,000","$400,000",$nan,$nan,$nan
Mount Kisco,1,"$500,000","$500,000",$nan,$nan,$nan
Mount Lebanon,1,"$225,000","$225,000",$0,$0,$0
Mount Vernon,1,"$1,256,812","$1,350,000","$854,762,709,821","$924,534","$326,872"
Mundo Nobo,1,"$1,497,083","$1,000,000","$1,758,775,520,833","$1,326,188","$765,675"
Muskegon,1,"$2,710,667","$2,000,000","$5,828,200,750,000","$2,414,167","$804,722"
Naguabo,1,"$607,000","$502,000","$35,659,000,000","$188,836","$109,024"
Naha,1,"$2,113,062","$1,162,500","$5,659,658,602,679","$2,379,004","$841,105"
Nandaime,1,"$1,388,760","$1,275,000","$1,020,061,688,000","$1,009,981","$451,677"
Napa,1,"$300,000","$300,000",$nan,$nan,$nan
Nara,1,"$3,000,000","$3,000,000",$nan,$nan,$nan
National City,1,"$504,500","$504,500",$nan,$nan,$nan
Navan,1,"$3,020,000","$1,500,000","$8,024,725,000,000","$2,832,795","$944,265"
Navojoa,1,"$453,250","$453,250","$5,356,125,000","$73,186","$51,750"
Neagari-cho,1,"$9,250,000","$8,000,000","$13,625,000,000,000","$3,691,206","$1,230,402"
Neenah,1,"$587,500","$587,500","$70,312,500,000","$265,165","$187,500"
Neosho,1,"$218,000","$218,000",$nan,$nan,$nan
Neptune,1,"$465,250","$392,000","$37,071,583,333","$192,540","$96,270"
Neu-Ulm,1,"$7,145,857","$8,750,000","$27,798,594,954,719","$5,272,437","$1,757,479"
New Bedford,1,"$264,000","$264,000","$392,000,000","$19,799","$14,000"
New Brighton,1,"$3,375,000","$3,625,000","$6,187,500,000,000","$2,487,469","$1,243,734"
New Milford,1,"$504,167","$505,000","$77,083,333","$8,780","$5,069"
New Port Richey,1,"$385,000","$385,000","$50,000,000","$7,071","$5,000"
Newberry,1,"$267,000","$267,000","$8,978,000,000","$94,752","$67,000"
Newburgh,1,"$416,667","$250,000","$110,833,333,333","$332,916","$192,209"
Newbury Park,1,"$515,500","$515,500",$nan,$nan,$nan
Mount Joy,1,"$1,231,800","$1,325,000","$588,188,700,000","$766,935","$342,984"
Mount Holly,1,"$424,000","$424,000",$nan,$nan,$nan
Mount Gilead,1,"$4,600,000","$4,600,000",$nan,$nan,$nan
Miami Lakes,1,"$1,737,500","$1,600,000","$904,843,750,000","$951,233","$549,194"
McAllen,1,"$1,920,450","$675,000","$5,464,150,007,000","$2,337,552","$954,302"
McCandless,1,"$4,563,889","$4,000,000","$12,818,923,611,111","$3,580,352","$1,193,451"
McKeesport,1,"$200,000","$200,000",$nan,$nan,$nan
McKinney,1,"$401,500","$401,500",$nan,$nan,$nan
McMinnville,1,"$2,183,571","$1,250,000","$3,204,472,619,048","$1,790,104","$676,596"
Meadville,1,"$210,000","$210,000",$nan,$nan,$nan
Medford,1,"$514,700","$514,700",$nan,$nan,$nan
Menasha,1,"$1,870,833","$1,350,000","$2,739,640,151,515","$1,655,186","$477,811"
Merrillville,1,"$4,276,000","$3,000,000","$9,612,080,000,000","$3,100,335","$1,386,512"
Merritt Island,1,"$504,300","$504,300",$nan,$nan,$nan
Mexicali,1,"$275,000","$275,000","$11,250,000,000","$106,066","$75,000"
Minami Muro-gun,1,"$570,000","$570,000","$64,800,000,000","$254,558","$180,000"
Mount Clemens,1,"$1,850,000","$1,850,000",$nan,$nan,$nan
Mineola,1,"$4,416,667","$6,350,000","$11,213,333,333,333","$3,348,632","$1,933,333"
Missoula,1,"$386,250","$386,250","$78,125,000","$8,839","$6,250"
Moca,1,"$510,000","$510,000",$nan,$nan,$nan
Monclova,1,"$2,975,812","$2,500,000","$6,354,660,281,250","$2,520,845","$891,253"
Moncton,1,"$2,556,250","$2,541,666","$141,026,711,310","$375,535","$132,772"
Monte Plata,1,"$530,000","$530,000",$nan,$nan,$nan
Monterey,1,"$260,000","$265,000","$2,775,000,000","$52,678","$30,414"
Monterey Park,1,"$7,402,136","$8,250,000","$23,760,180,204,545","$4,874,442","$1,469,699"
Morehead City,1,"$1,084,567","$510,800","$1,018,756,243,333","$1,009,335","$582,740"
Morristown,1,"$4,964,429","$3,100,000","$17,005,977,285,714","$4,123,830","$1,558,661"
Moses Lake,1,"$2,459,444","$3,000,000","$3,059,741,277,778","$1,749,212","$583,071"
Lake Forest,1,"$520,300","$524,800","$1,314,790,000","$36,260","$20,935"
Laguna Salada,1,"$1,116,333","$1,019,000","$506,898,666,667","$711,968","$290,660"
Fountain,1,"$5,534,171","$3,475,000","$26,125,064,289,048","$5,111,268","$1,931,878"
Gulfport,1,"$4,757,143","$5,250,000","$7,784,523,809,524","$2,790,076","$1,054,550"
Habikino,1,"$8,333,333","$9,500,000","$6,083,333,333,333","$2,466,441","$1,424,001"
Hahira,1,"$4,988,889","$4,650,000","$11,656,736,111,111","$3,414,196","$1,138,065"
Hallettsville,1,"$722,100","$492,500","$173,784,550,000","$416,875","$186,432"
Hampton,1,"$657,500","$657,500","$143,112,500,000","$378,302","$267,500"
Harlingen,1,"$415,000","$415,000",$nan,$nan,$nan
Harrisburg,1,"$510,350","$510,350",$nan,$nan,$nan
Hartford,1,"$320,000","$320,000",$nan,$nan,$nan
Hartland,1,"$396,250","$396,250","$78,125,000","$8,839","$6,250"
Hartselle,1,"$741,667","$550,000","$265,208,333,333","$514,984","$297,326"
Hartsville,1,"$1,488,500","$1,488,500","$1,946,364,500,000","$1,395,122","$986,500"
Harvey,1,"$2,563,417","$2,500,000","$3,767,295,041,667","$1,940,952","$792,390"
Havre de Grace,1,"$6,300,000","$6,300,000",$0,$0,$0
Hebron,1,"$505,833","$507,000","$204,083,333","$14,286","$8,248"
Herrin,1,"$320,000","$320,000",$nan,$nan,$nan
Hickory,1,"$2,485,333","$916,667","$7,524,241,960,778","$2,743,035","$1,226,723"
Hicksville,1,"$315,500","$315,500","$60,500,000","$7,778","$5,500"
Hidden Hills,1,"$506,809","$506,809",$nan,$nan,$nan
Higashi Ibaraki-gun,1,"$4,000,000","$4,000,000",$nan,$nan,$nan
Higashi Yamato,1,"$5,375,000","$6,500,000","$6,729,166,666,667","$2,594,064","$1,297,032"
Higashi-Osaka,1,"$5,442,857","$5,500,000","$4,160,634,501,587","$2,039,763","$770,958"
Highland,1,"$327,000","$327,000",$nan,$nan,$nan
Higuera de Zaragoza,1,"$847,727","$900,000","$211,056,818,182","$459,409","$138,517"
Higuerito,1,"$511,000","$511,000",$nan,$nan,$nan
Higuerote,1,"$400,000","$400,000",$nan,$nan,$nan
Hillsboro,1,"$5,250,000","$5,250,000",$0,$0,$0
Gwangju,1,"$2,500,000","$2,500,000",$nan,$nan,$nan
Guelph,1,"$530,000","$530,000",$nan,$nan,$nan
Laguna Beach,1,"$217,000","$217,000","$98,000,000","$9,899","$7,000"
Guaynabo,1,"$447,250","$447,250","$2,211,125,000","$47,023","$33,250"
Frankfort,1,"$361,500","$361,500","$4,140,500,000","$64,347","$45,500"
Franklin,1,"$508,800","$508,800",$nan,$nan,$nan
Freeport,1,"$508,250","$508,250","$78,125,000","$8,839","$6,250"
Fremont,1,"$400,000","$400,000",$nan,$nan,$nan
Fukuoka,1,"$933,333","$912,500","$60,416,666,667","$245,798","$100,347"
Gambrills,1,"$7,390,000","$7,200,000","$3,085,500,000,000","$1,756,559","$785,557"
Garden City,1,"$250,000","$250,000","$800,000,000","$28,284","$20,000"
Gatineau,1,"$495,000","$495,000","$50,000,000","$7,071","$5,000"
Geelong,1,"$2,412,500","$3,000,000","$1,380,625,000,000","$1,175,000","$587,500"
Gilroy,1,"$510,000","$510,000",$nan,$nan,$nan
Glendive,1,"$414,000","$414,000",$nan,$nan,$nan
Goddard,1,"$514,167","$505,000","$752,083,333","$27,424","$15,833"
Golden Valley,1,"$5,742,857","$7,166,667","$11,507,302,339,683","$3,392,241","$1,282,147"
Goldsboro,1,"$505,250","$505,250","$36,125,000","$6,010","$4,250"
Grand Junction,1,"$1,883,333","$1,525,000","$578,666,666,667","$760,701","$310,555"
Greenfield Park,1,"$200,000","$200,000",$nan,$nan,$nan
Greensboro,1,"$382,500","$382,500",$nan,$nan,$nan
Greensburg,1,"$403,800","$403,800",$nan,$nan,$nan
Griffin,1,"$508,100","$508,100",$nan,$nan,$nan
Guadalajara,1,"$1,435,333","$529,000","$2,538,462,333,333","$1,593,255","$919,866"
Guanare,1,"$747,333","$750,000","$64,521,333,333","$254,010","$146,653"
Guasave,1,"$1,316,667","$1,150,000","$742,666,666,667","$861,781","$351,821"
Guatire,1,"$516,000","$514,000","$732,000,000","$27,055","$15,620"
Guayanilla,1,"$506,733","$507,800","$106,943,333","$10,341","$5,971"
Guaymas,1,"$326,667","$325,000","$508,333,333","$22,546","$13,017"
Hiroshima,1,"$1,625,000","$1,625,000","$1,531,250,000,000","$1,237,437","$875,000"
Hobart,1,"$540,000","$380,000","$97,600,000,000","$312,410","$180,370"
Hoboken,1,"$825,000","$850,000","$23,571,428,571","$153,530","$54,281"
Holly Hill,1,"$3,592,286","$2,800,000","$18,982,900,988,095","$4,356,937","$1,646,767"
Kaohsiung City,1,"$3,887,333","$3,863,666","$498,962,718,222","$706,373","$353,186"
Kashiwa,1,"$500,000","$500,000",$nan,$nan,$nan
Kemmerer,1,"$2,720,800","$2,100,000","$6,015,518,455,556","$2,452,655","$775,598"
Kennesaw,1,"$4,273,469","$4,300,000","$7,591,027,002,791","$2,755,182","$918,394"
Kennewick,1,"$5,166,250","$3,400,000","$28,161,112,500,000","$5,306,704","$1,876,203"
Kingman,1,"$817,500","$777,500","$228,635,714,286","$478,159","$169,055"
Kirkwood,1,"$719,167","$822,500","$160,294,166,667","$400,368","$163,449"
Kishiwada,1,"$2,500,000","$2,500,000",$nan,$nan,$nan
Kita Morokata-gun,1,"$1,400,000","$1,400,000",$nan,$nan,$nan
Kitchener,1,"$380,000","$380,000",$nan,$nan,$nan
Kittanning,1,"$750,000","$750,000",$nan,$nan,$nan
Klamath Falls,1,"$511,500","$511,500",$nan,$nan,$nan
Kochi,1,"$3,366,667","$4,500,000","$3,853,333,333,333","$1,962,991","$1,133,333"
Kokomo,1,"$1,042,875","$502,500","$1,296,914,729,167","$1,138,822","$569,411"
Konan,1,"$4,000,000","$4,000,000",$nan,$nan,$nan
Kongju,1,"$9,093,327","$9,900,000","$31,766,880,131,913","$5,636,212","$1,878,737"
Kosciusko,1,"$9,195,000","$12,000,000","$37,359,138,888,889","$6,112,212","$1,932,851"
Kula,1,"$413,000","$413,000","$338,000,000","$18,385","$13,000"
La Delgada,1,"$478,750","$478,750","$102,378,125,000","$319,966","$226,250"
La Jolla,1,"$401,000","$401,000","$2,000,000","$1,414","$1,000"
La Marque,1,"$1,950,000","$2,200,000","$377,500,000,000","$614,410","$354,730"
La Plata,1,"$976,200","$575,000","$667,597,200,000","$817,066","$365,403"
La Porte,1,"$397,500","$397,500","$612,500,000","$24,749","$17,500"
La Sabana,1,"$1,725,500","$1,759,750","$1,950,678,600,000","$1,396,667","$570,187"
Ladner,1,"$511,250","$511,250","$120,125,000","$10,960","$7,750"
Kankakee,1,"$400,000","$425,000","$5,000,000,000","$70,711","$35,355"
Juneau,1,"$300,000","$300,000",$nan,$nan,$nan
Junction City,1,"$568,333","$557,500","$26,902,083,333","$164,019","$94,696"
Hutchinson,1,"$495,000","$495,000","$200,000,000","$14,142","$10,000"
Holyoke,1,"$1,233,333","$600,000","$1,403,333,333,333","$1,184,624","$683,943"
Homer,1,"$828,750","$714,500","$186,176,916,667","$431,482","$215,741"
Hornsby,1,"$434,667","$418,000","$2,912,333,333","$53,966","$31,157"
Hortonville,1,"$327,000","$327,000",$nan,$nan,$nan
Hoyleton,1,"$5,477,778","$5,366,667","$1,250,518,099,259","$1,118,266","$456,530"
Hualien,1,"$324,500","$324,500","$112,500,000","$10,607","$7,500"
Huatabampo,1,"$812,500","$691,000","$167,774,333,333","$409,603","$204,801"
Humble,1,"$463,000","$435,000","$30,517,000,000","$174,691","$100,858"
Huntingburg,1,"$418,167","$420,000","$97,583,333","$9,878","$5,703"
Huntingdon,1,"$1,500,000","$1,500,000",$nan,$nan,$nan
Huntsville,1,"$3,532,800","$655,000","$17,137,326,700,000","$4,139,725","$1,851,341"
Hyogo,1,"$2,391,667","$2,500,000","$3,203,958,333,333","$1,789,960","$1,033,434"
Jun Ju City,1,"$210,000","$210,000",$nan,$nan,$nan
Hyuga,1,"$2,165,625","$1,831,250","$1,658,476,562,500","$1,287,819","$643,909"
Incheon,1,"$3,833,166","$3,833,166","$499,667,055,444","$706,871","$499,833"
Inchon,1,"$451,500","$451,500","$44,104,500,000","$210,011","$148,500"
Indiana,1,"$313,000","$313,000","$128,000,000","$11,314","$8,000"
Inglewood,1,"$1,829,074","$1,540,000","$2,033,008,837,562","$1,425,836","$475,279"
Isla de la Juventud,1,"$1,714,286","$1,714,286",$nan,$nan,$nan
Issaquah,1,"$420,400","$420,400",$nan,$nan,$nan
Itami,1,"$22,000,000","$22,000,000",$0,$0,$0
Jennings,1,"$1,375,000","$1,375,000","$781,250,000,000","$883,883","$625,000"
Johnstown,1,"$750,000","$750,000","$5,000,000,000","$70,711","$50,000"
Joplin,1,"$531,750","$531,750","$3,741,125,000","$61,165","$43,250"
Zephyrhills,1,"$1,016,000","$525,000","$1,118,290,666,667","$1,057,493","$528,746"
